NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
MR.THILE NIRU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.LAKPA RNGU SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.PEMBA SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR. KARMA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.KARL ROBERT KOBLER,SWITZERLAND,20,5,2009,NORMAL,"KOBLER & PARTNER
EVEREST EXP.  2009",Karl R. Kobler
HSIAO SHIN LEE,CHINA,22,5,2009,NORMAL,"""",""""
MR. ROHAN AINSWORTH FREEMAN,USA,19,5,2009,NORMAL,"""",""""
MR. RAMAN DIZ MONTERO,SPAIN,20,5,2009,NORMAL,"""",""""
MR.HERMANN OTTO WEHLI,SWITZERLAND,20,5,2009,NORMAL,"""",""""
MR.JURGEN KIEPEISZ,AUSTRIA,20,5,2009,NORMAL,"""",""""
MR.MARKO EBERHARD REASS,GERMANY,20,5,2009,NORMAL,"""",""""
MR. ARTHUR R.P. OR DR.RUDDIPH,GERMANY,20,5,2009,NORMAL,"""",""""
MR.NAMGYE SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR. PEMBA NURBU SHERPA,NEPAL,20,5,2009,NORMAL,“,“
MR.DENDI SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.KUSHANG  T.SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.MIGMA SHERPA,NEPAL,0,0,0,NORMAL,"""",""""
MR.WENCHU SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.KAME SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR. PEMBA SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.MULAL GURUNG,NEPAL,22,5,2009,NORMAL,"""",""""
PEMBA ONGCHHU SHERPA,NEPAL,22,5,2009,NORMAL,"""",""""
MR. DENIS URUBKO,KAZAKHSTAN,11,5,2009,NORMAL,"KAZAKHSTAN CHO-
OYU EXPEDITION
2009",Denis Urubko
MR. BORIS DEDESHKO,KAZAKHSTAN,11,5,2009,NORMAL,"""",""""
MR. ALEXANDER ABRAMOV,USA,20,5,2009,NORMAL,"7 SUMMITS CLUB
EVEREST 2009",lexander Abramov
MR. PHILPPPE BURLET,FRANCE,0,0,0,NORMAL,"""",""""
MR. MAXIM BOGATYREV,USA,20,5,2009,NORMAL,"""",""""
MR. ANDREI CARPENCO,USA,21,5,2009,NORMAL,"""",""""
MR. JOHN ANTHONY CRELLIN,UK,21,5,2009,NORMAL,"""",""""
MR. VLADIMIR KHUTOROVSKIY,USA,20,5,2009,NORMAL,"""",""""
MR. MICHAEL JAMES MARIN,USA,20,5,2009,NORMAL,"""",""""
MR. DMITRY NIKITIN,USA,20,5,2009,NORMAL,"""",""""
MR. VICTOR BOBOK,USA,20,5,2009,NORMAL,"""",""""
MR. ERIK RAVENSTIJN,NETHERLANDS,20,5,2009,NORMAL,"""",""""
MR. PATRICK RAJANARAINE SINGH,CANADA,21,5,2009,NORMAL,"""",""""
MS. LYNNE HANNA,UK,21,5,2009,NORMAL,"""",""""
MR. NOEL RICHMOND HANNA,IRISH,21,5,2009,NORMAL,"""",""""
MR.MIGMA GELU SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.WANG DOCHI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.KARMA SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.RINJEE SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.JANGBU SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.PEMBA NURBU SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.PEMBA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
ANG DAWA SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.PEMBA TENJING SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.NGIMA WANGDI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR. YU LUNG WU,TAIWAN,19,5,2009,NORMAL,"ATUNAS TAIWANESE 7
SUMMITS AND EVEREST
EXP.",Yu Lung Wu
MS. HSIUCHEN CHIANG,TAIWAN,19,5,2009,NORMAL,"""",""""
MR. JYHHOW HUANG,TAIWAN,19,5,2009,NORMAL,"""",""""
TSHIRING THUNDU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.PHURBA NURU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.NGIMA NURU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR. MANUEL SEDANO DIEZ,SPAIN,20,5,2009,NORMAL,"SPANISH-LUFTHANSA
EVEREST EXP.  2009","Manuel Sedano
Diez"
MR. FRANCISCO MONEDERO,SPAIN,19,5,2009,NORMAL,“,“
MR. SERGIO MARTINI,ITALY,21,5,2009,NORMAL,"""",""""
MR. STEVE LOUIE LEM,USA,19,5,2009,NORMAL,"""",""""
MR.PEMBA DORJEE SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.PASANG SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.TSERING TASI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MS.JUNITA SAMBHAHAMFE,NEPAL,19,5,2009,NORMAL,"""",""""
MR.PHURBA TENZING SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.NIMA GALJEN SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.DAWA GALJEN SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.PEMBA CHHOTI SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.PEMBA RITA SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR. WILLIAM M. BURKE,USA,23,5,2009,NORMAL,"ECO EVEREST EXP.
2009","William M.
Burke"
MR. YURY PRITZKER,USA,21,5,2009,NORMAL,"""",""""
"MR. NICHOLAS JAMES
CUNNINGHAM",USA,21,5,2009,NORMAL,"""",""""
MS. KRUSHNAA MADHAV PATIL,INDIA,21,5,2009,NORMAL,"""",""""
MR. WALTER LASERER,AUSTRIAN,23,5,2009,NORMAL,"""",""""
MS. BERNARDINA MARIA,NETHERLANDS,23,5,2009,NORMAL,"""",""""
MR.APPA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.LAKPA NURU SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
MR.TENJING DORJEE SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
MR.PHURBA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.MINGMA SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
MR.PUCHUNG BHOTE,NEPAL,23,5,2009,NORMAL,"""",""""
MR.SAMDEN BHOTE,NEPAL,23,5,2009,NORMAL,"""",""""
MR.THUKTEN DORJEE SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.GYALUK DHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.NIMA KANCHA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.PASANG TEMBA SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
MR. PHILIP JAMES CRAMPTON,UK,19,5,2009,NORMAL,"ALTITUDE JUNKIES
EVEREST EXP.  2009","Philip James
Crampton"
MR. MICHAEL  ALANFARRIS,USA,22,5,2009,NORMAL,"""",""""
MS. PAMELA HELEN WESTGATE,UK,21,5,2009,NORMAL,"""",""""
MR. CHARLES SCOTT WOOLUMS,USA,20,5,2009,NORMAL,"""",""""
MR. BRIAN RUSSELL STRANGE,USA,20,5,2009,NORMAL,"""",""""
MR. JOHN ROBERT STRANGE,USA,20,5,2009,NORMAL,"""",""""
NAMGUAL SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR. CHHEWANG PALDEN SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.JANBU SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.TEMBA SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.DA ONGCHHU SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.PASANG SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MS. KAVITA BURATHOKI,INDIA,21,5,2009,NORMAL,"NIM EVEREST EXP.
2009","Mangal
Murthi  Masur"
MR. VINOD GUSAIN,INDIA,21,5,2009,NORMAL,“,“
MR. VISHVESHWAR SEMWAL,INDIA,21,5,2009,NORMAL,"""",""""
MR. LOVE RAJ SINGH,INDIA,21,5,2009,NORMAL,"""",""""
MR. DINESH SINGH,INDIA,21,5,2009,NORMAL,"""",""""
MR. PRATAP SINGH,INDIA,21,5,2009,NORMAL,"""",""""
MR. SURENDRA SINGH,INDIA,21,5,2009,NORMAL,"""",""""
MR. SATAL SINGH,INDIA,21,5,2009,NORMAL,"""",""""
MR. DASHRATH SINGH RAWAT,INDIA,21,5,2009,NORMAL,"""",""""
MR. KUSHAL SINGH RANA,INDIA,21,5,2009,NORMAL,"""",""""
MR. PASANG K. SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.KAMI CHHIRI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.KARMA GYALZEN SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.PHUR TEMBA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.PEMA DORJEE SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.PASANG KAMI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MINGMAR DORJEE SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.  KENJI KONDO,JAPAN,21,5,2009,NORMAL,"ADVENTURE GUIDES
SAGARMATHA 2009",Kenji Kondo
MR. KUNIHIDE TAKATA,JAPAN,21,5,2009,NORMAL,"""",""""
MR. MAKOTO ARAI,JAPAN,21,5,2009,NORMAL,"""",""""
MR. TETSUO HONDA,JAPAN,21,5,2009,NORMAL,"""",""""
MR. JUNICHI SHINOZAKI,JAPAN,21,5,2009,NORMAL,"""",""""
MR.LAMA BABU SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.DA DENDI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.PHURBA CHHIRI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.PASANG KAJI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.CHHEPA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR. KENTON E. COOL,UK,21,5,2009,NORMAL,"H.G. EVEREST
EXP.2009",Kenton E.Cool
SIR RANUL F FIENNES,UK,21,5,2009,NORMAL,"""",""""
DR. YURI CONTRERAS CEDI,MEXICO,21,5,2009,NORMAL,"""",""""
MS. LAURA G.D.C. ARANDA,MEXICO,21,5,2009,NORMAL,"""",""""
MR. MICHAEL KOBOLD,GERMANY,21,5,2009,NORMAL,"""",""""
MS. ANITA UGYAN,HUNGARY,21,5,2009,NORMAL,"""",""""
MR. EUGENE E. REHFELD,USA,19,5,2009,NORMAL,"""",""""
MR. JOHN CARL COLLINSON,USA,19,5,2009,NORMAL,"""",""""
MR. DAMIAN BENEGAS,USA,19,5,2009,NORMAL,"""",""""
MS. MERCEDES N. SAHORES,ARGENTIA,19,5,2009,NORMAL,"""",""""
MR. TOMAZ JAKOFCIC,SLOVENIA,20,5,2009,NORMAL,"""",""""
MR.PASANG DAWA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.LAKPA WONGCHU SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.LAKPA TUNDU SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.ANG NAMGYAL SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.DORJEE NAMGYAL SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR. CHEWANG DORGEE SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR. CHEWANG  BHOTE  SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
MR.ANG GELU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR.PALDEN SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR. GOKUL THAPA,NEPAL,20,5,2009,NORMAL,"EVEREST EXP FOR NEW
CONSTITUTION AND
WORLD PEACE -2009",Gokul Thapa
MR.KARNA BAHADUR TAMANG,NEPAL,20,5,2009,NORMAL,"""",""""
MR.DA DENDI SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
MR.MR. TIKA RAM GURUNG,NEPAL,19,5,2009,NORMAL,"GURUNG SAGARMATHA
AROHAN 2009","Tika Ram
Gurung"
MR. TIKA PHURBA DORJI SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
MR. ERIC LARSEN,USA,15,10,2010,,"SAVE THE POLES
EVEREST EXPEDITION
2010",Mr. Eric Larsen
MR. CHHERING DORJEE SHERPA,NEPAL,15,10,2010,,"""",""""
MR. NIMA DORJE TAMANG,NEPAL,15,10,2010,,"""",""""
MR. PASANG TEMBA SHERPA,NEPAL,15,10,2010,,"""",""""
MR. DAWA GYALJEN SHERPA,NEPAL,15,10,2010,,"""",""""
MR.PASANG DAWA SHERPA,NEPAL,15,10,2010,,"""",""""
MR. NIMA DORJETAMANG,NEPAL,17,5,2010,,"EVEREST EXPEDITION FOR
EDUCATIONAL AWARENESS
TO BACKWARD
COMMUNITY 2010","Mr. Rana
Bahadur
Tamang"
MR. NAMGYAL SHERPA,NEPAL,22,5,2010,,"EXTREME EVEREST
EXPEDITION 2010","Mr. Namgyal
Sherpa"
MR. DORJEE SHERPA,NEPAL,22,5,2010,,"""",""""
MR. NIMA SHERPA,NEPAL,22,5,2010,,"""",""""
MR. NGIMA NURU SHERPA,NEPAL,22,5,2010,,"""",""""
MR. NGAWANG PASANG SHERPA,NEPAL,22,5,2010,,"""",""""
MR. PASANG SHERPA,NEPAL,23,5,2010,,"""",""""
MR. APA SHERPA,NEPAL,22,5,2010,,"ECO EVEREST
EXPEDITION 2010",Mr. Apa Sherpa
MR. ANG TSERI SHERPA,NEPAL,23,5,2010,,"SEVEN SUMMITS
WORLD RECORD
EXPEDITION 2010
WITHIN 50 DAYS","Mr. Ang Tseri
Sherpa (A.C.
Sherpa)"
MR. CHARLES SCOTT WOOLUMS,USA,23,5,2010,,"MOUNTAIN TRIP
EVEREST 2010","Mr. Charles
Scott Woolums"
MR. WILLIAM BARKLEY ALLEN,USA,23,5,2010,,"""",""""
MS. CYNTHIA LOU ABBOTT,USA,23,5,2010,,"""",""""
MR. PAUL VLADIMIR FEJTEK,USA,23,5,2010,,"""",""""
MS. DENISE D. FEJTEK,USA,23,5,2010,,"""",""""
MS. ANNA ELZBIETA LICHOTA,POLAND,23,5,2010,,"""",""""
MR. VIVIAN JAMES RIGNEY,ICELAND,23,5,2010,,"""",""""
MR. DA ONGCHHU SHERPA,NEPAL,23,5,2010,,"""",""""
MR. SONAM CHHIRING SHERPA,NEPAL,23,5,2010,,"""",""""
MR. TARKE SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PASANG GOMBA SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PASANG TENDI SHERPA,NEPAL,23,5,2010,,“,“
MR. SANGE SHERPA,NEPAL,23,5,2010,,"""",""""
MR. TEMBA SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PEM CHHIRI SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PEM CHHOTAR SHERPA,NEPAL,23,5,2010,,"""",""""
MR. DA KUSANG SHERPA,NEPAL,23,5,2010,,"""",""""
MR. KARMA GYALJEN SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PUSHKAR SHAH,NEPAL,17,5,2010,,"PEACE EXPEDITION
2010","Mr. Pushkar
Shah"
MR. MINGMA TENZIN SHERPA,NEPAL,17,5,2010,,"""",""""
MR. DAWA FINJHOK SHERPA,NEPAL,17,5,2010,,"""",""""
MR. BHIMSEN SHAH THAKURI,NEPAL,17,5,2010,,"""",""""
"MS. CLEONICE PACHECO
WEIDLICH",USA,17,5,2010,,"ECO EVEREST 2010
SPRING","Ms. Bhagyashree
Manohar Sawant"
MS. MAMTA SODHA,INDIA,22,5,2010,,"""",""""
MR. ARJUN VAJPAI,INDIA,22,5,2010,,"""",""""
MR. BASANTA KUMAR SINGHAROY,INDIA,17,5,2010,,"""",""""
MR. DEBASISH BISWAS,INDIA,17,5,2010,,"""",""""
MR. DAVID LIANO GONZALEZ,MEXICO,22,5,2010,,"""",""""
MR. MIKA PITKAMAKI PITKAMAKI,FINLAND,22,5,2010,,"""",""""
MR. TIMO ALLAN ILMARI JAATINEN,FINLAND,22,5,2010,,"""",""""
MR. SAMDEN BHOTE,NEPAL,22,5,2010,,"""",""""
MR. NGWANG KARSANG SHERPA,NEPAL,22,5,2010,,"""",""""
MR. LHAKPA NURU SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PASANG TEMBA SHERPA,NEPAL,22,5,2010,,"""",""""
MR. PASANG RITA SHERPA,NEPAL,22,5,2010,,"""",""""
MR. PHURBA TSHERING SHERPA,NEPAL,22,5,2010,,"""",""""
MR. DAWA CHIRING SHERPA,NEPAL,17,5,2010,,"""",""""
MR. NIMA TCHHIRING,NEPAL,22,5,2010,,"""",""""
MR. SONAM TCHHIRING SHERPA,NEPAL,22,5,2010,,"""",""""
MR. TSHERING FINJO SHERPA,NEPAL,22,5,2010,,"""",""""
MR. PASANG PHUTAR SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PEMBA CHOTTI SHERPA,NEPAL,17,5,2010,,"""",""""
MR. KENTON E COOL,UK,17,5,2010,,"H.G.II EVEREST
EXPEDITION 2010","Mr. Kenton E
Cool"
MR. JAMES P.STEARNS,UK,25,5,2010,,"""",""""
MS. FIONA MARGARET,UK,25,5,2010,,"""",""""
MS. BONITA GINA NORRIS,UK,17,5,2010,,"""",""""
MR. THOMAS ASH CLAYTOR,USA,17,5,2010,,"""",""""
MR. RICHARD G.THURMER,USA,17,5,2010,,"""",""""
DR. RICHARD B.BIRRER,USA,25,5,2010,,"""",""""
MR. RICHARD B.BIRRER,USA,25,5,2010,,"""",""""
MR. DORJEE GYALZEN SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PEMBA DORJEE SHERPA,NEPAL,17,5,2010,,“,“
MR. CHHEAWANG DORJEE SHERPA,NEPAL,17,5,2010,,"""",""""
MR. CHHYANG JYABU BHOTE,NEPAL,17,5,2010,,"""",""""
MR. LAKPA SHERPA,NEPAL,17,5,2010,,"""",""""
MR. TAPCHEN LAMA,NEPAL,25,5,2010,,"""",""""
MR. YOUNG HO HEO,SOUTH KOREA,17,5,2010,,"THE HOPE OF THE
SUCCESS OF 2010
KOREAN EVEREST WORLD
ORIENTAL MEDICINE -BIO
EXPO IN JECON
EXPEDITION 2010","Mr. Young Ho
Heo"
MR. SEUNG KWON SHIN,SOUTH KOREA,17,5,2010,,"""",""""
MR. JAE SEOK HEO,SOUTH KOREA,17,5,2010,,"""",""""
MR. DONG SIK KIM,SOUTH KOREA,17,5,2010,,"""",""""
MR. TASHI LAKPA SHERPA,NEPAL,17,5,2010,,"""",""""
MR. ANG PHURBA SHERPA,NEPAL,17,5,2010,,"""",""""
MR. WANG DORCHI SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PEMBA JANGBU SHERPA,NEPAL,17,5,2010,,"""",""""
MR. JOHN FURNEAUX,CANADA,24,5,2010,,"CWMS EVEREST
EXPEDITION 2010","Mr. John
Furneaux"
MR. DARRELL G AINSCOUGH,CANADA,24,5,2010,,"""",""""
MR. ROBERT WILLIAM HILL,CANADA,24,5,2010,,"""",""""
MR. MICHAEL J ROBERTS,NEW ZEALAND,22,5,2010,,"""",""""
MR. TONY A. HAMPSON TINDALE,NEW ZEALAND,22,5,2010,,"""",""""
MR. JAMES PETER HAYDOCK,UK,22,5,2010,,"""",""""
MS. AMANDA SUSAN RAMSDEN,SOUTH AFRICA,22,5,2010,,"""",""""
MR. ROBERT MILLER,AUSTRIA,22,5,2010,,"""",""""
MR. RANNER SEPP,AUSTRIA,22,5,2010,,"""",""""
MR. ALEXANDER HUG,SWITZERLAND,22,5,2010,,"""",""""
MR. LHAKPA DORJEE SHERPA,NEPAL,22,5,2010,,"""",""""
MR. THEN DORJEE SHERPA,NEPAL,22,5,2010,,"""",""""
MR. DAWA PHINJO LAMA BHOTE,NEPAL,25,5,2010,,"""",""""
MR. MINGMA DUKPA SHERPA,NEPAL,25,5,2010,,"""",""""
MR. CHHULDIM SHERPA,NEPAL,22,5,2010,,"""",""""
MR. DA JANGBU SHERPA,NEPAL,22,5,2010,,"""",""""
MR. SANGE DORJEE SHERPA,NEPAL,22,5,2010,,"""",""""
MR. PEMBA CHHOTI SHERPA,NEPAL,22,5,2010,,"""",""""
MR. PASANG BHOTE,NEPAL,22,5,2010,,"""",""""
MR. TEMBA SHERPA,NEPAL,22,5,2010,,"""",""""
MR. SONAM TSHERING SHERPA,NEPAL,22,5,2010,,"""",""""
MR. LHAKPA BHOTE,NEPAL,22,5,2010,,"""",""""
MR. JYAMCHANG BHOTE,NEPAL,22,5,2010,,"""",""""
MR. NGIMA THENDUK SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PASANG TENJING SHERPA,NEPAL,22,5,2010,,"""",""""
MR. KARSTEIN ARILD HOLSTAD,NORWAY,23,5,2010,,INTERNATIONAL EVEREST EXPEDITION 2010 II,Ms. Josette Valloton
MR. WIKTOR JAN MAZUR,CANADA,17,5,2010,,"""",""""
MR. LAKPA NURU SHERPA,NEPAL,17,5,2010,,"""",""""
MR. DACHHAMBA SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PHI LAMA TAMANG,NEPAL,23,5,2010,,"""",""""
MR. HAK KYU KIM,SOUTH KOREA,17,5,2010,,"INTERNATIONAL EVEREST
EXPEDITION 2010","Mr. Wang
Young Yoon"
MR. HOKI BAEK,SOUTH KOREA,17,5,2010,,"""",""""
MR. SIMONE MORO,ITALY,22,5,2010,,"""",""""
MR. ELIA SAIKALY,CANADA,22,5,2010,,"""",""""
MR. ALDO HIRAM VALENCIACORONA,MEXICO,23,5,2010,,"""",""""
MR. ALLAIN BALDO,CANADA,22,5,2010,,"""",""""
MR. MICHIHIRO KADOYA,JAPAN,22,5,2010,,"""",""""
MR. TOSHIHISA AGATA,JAPAN,22,5,2010,,"""",""""
MR. DAVID C. MORTON,USA,23,5,2010,,"""",""""
MS. MELISSA SUE ARNOT,USA,23,5,2010,,"""",""""
MR. TSHIRING DORJEE SHERPA,NEPAL,17,5,2010,,"""",""""
MR. SONA SHERPA,NEPAL,17,5,2010,,"""",""""
MR. LHAKPA TSERING SHERPA,NEPAL,17,5,2010,,"""",""""
MR. DA DENDI SHERPA,NEPAL,22,5,2010,,"""",""""
MR. TSHIRING DORJE SHERPA,NEPAL,23,5,2010,,"""",""""
MR. CHHIRING WANCHU SHERPA,NEPAL,23,5,2010,,"""",""""
MR. NAWANG PASANG SHERPA,NEPAL,22,5,2010,,"""",""""
MR. PEMA NURU SHERPA,NEPAL,23,5,2010,,"""",""""
MR. NAWANG SHERPA,NEPAL,23,5,2010,,"""",""""
MR. DAWA TENZING SHERPA,NEPAL,22,5,2010,,"""",""""
MR. NAMGYAL SHERPA,NEPAL,22,5,2010,,"""",""""
MR. ANG PEMBA SHERPA,NEPAL,23,5,2010,,"""",""""
MR. NGAWANG JANGBU SHERPA,NEPAL,23,5,2010,,"""",""""
MR. BEAK LAE CHO,SOUTH KOREA,17,5,2010,,"2010 KOREA DONG A
UNIVERSITY EVEREST
EXPEDITION",Mr. Gi Jin Sung
MR. NAMGOO KIM,SOUTH KOREA,17,5,2010,,"""",""""
MR. JAEYONG JANG,SOUTH KOREA,17,5,2010,,"""",""""
"MR. ANGELO EDUARDO MANSO
FELGUEIRAS E. SOUSA",PORTUGAL,17,5,2010,,"""",""""
"MR. PATRICK DERMOT
HOLLINGWORTH",AUSTRALIA,17,5,2010,,"""",""""
MR. LUC JEAN MARIE BOISNARD,FRANCE,23,5,2010,,"""",""""
MR. TASHI SHERPA,NEPAL,17,5,2010,,"""",""""
MR. NGIMA CHHIRI SHERPA,NEPAL,17,5,2010,,"""",""""
MR. ONGCHUK SHERPA,NEPAL,17,5,2010,,"""",""""
MR. NIMA GOMBU SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PASANG TENZING SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PREM DORCHI LAMA,NEPAL,17,5,2010,,"""",""""
MR. TSERING PEMBA SHERPA,NEPAL,17,5,2010,,"""",""""
MR. LAKPA SHERPA,NEPAL,17,5,2010,,"""",""""
MR. JANGBU SHERPA,NEPAL,17,5,2010,,"""",""""
MR. ANKAJI SHERPA,NEPAL,17,5,2010,,"""",""""
MR. SUMIT JOSHI,NEPAL,17,5,2010,,"""",""""
MR. PECHHUMBE SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PEMBA TENJING SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PHURA JANGBU SHERPA,NEPAL,23,5,2010,,"""",""""
"MR. BRADLEY GRAHAM
JACKSON",AUSTRALIA,24,5,2010,,"ADVENTURE GLOBAL
SOUTHSIDEMT.EVERES
TEXPEDITIONSPRING20
10","Mr. Ronald
Kevin Muhl"
MR. DARREN JADE ROBERTSON,AUSTRALIA,23,5,2010,,"""",""""
MR. PETER WELLS,AUSTRALIA,23,5,2010,,"""",""""
MR. STEPHEN ROBERT BOCK,AUSTRALIA,23,5,2010,,"""",""""
MS. SANDRA MARIKO HOBY,NEW ZEALAND,24,5,2010,,"""",""""
MR. ALBERT BOSCH RIERA,SPAIN,17,5,2010,,"""",""""
MR. NELSON CARDONA CARVAJAL,COLOMBIA,17,5,2010,,"""",""""
"MS. RAFAEL ALEXANDER AVILA
VELANDIA",COLOMBIA,17,5,2010,,"""",""""
MR. MIKKO MARKUS VERMAS,FINLAND,22,5,2010,,"""",""""
MR. LHAKPA RANGDU SHERPA,NEPAL,23,5,2010,,"""",""""
MR. NGIMA NURU SHERPA,NEPAL,24,5,2010,,"""",""""
MR. LHAKPA NURU SHERPA,NEPAL,23,5,2010,,"""",""""
MR. KAMI RITA SHERPA,NEPAL,23,5,2010,,"""",""""
MR. MINGMA NURU SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PEMBA TENZIN SHERPA,NEPAL,24,5,2010,,"""",""""
MR. LHAKPA GYALTSEN SHERPA,NEPAL,23,5,2010,,"""",""""
MR. PHURBA SHERPA,NEPAL,23,5,2010,,"""",""""
MR. ANG KAMI SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PHU DORJEE SHERPA,NEPAL,17,5,2010,,"""",""""
MR. PASANG NURU SHERPA,NEPAL,22,5,2010,,"""",""""
MR. GUILLERMO BENEGAS,USA,23,5,2010,,"PB EVEREST
EXPEDITION SPRING
2010","Mr. Guillermo
Benegas"
MR. DAMIAN BENEGAS,USA,23,5,2010,,"""",""""
"MS. ANDREA MELISSA
CARDONA MORFIN",GUATEMALA,23,5,2010,,"""",""""
MR. LEONARDO MARTIN PROVERBIO,ARGENTINA,23,5,2010,,"""",""""
"MR. ALVAR CARLOS PUENTE
GREENE",ARGENTINA,23,5,2010,,"""",""""
MR. MARCELO RICARDO DEZA,ARGENTINA,23,5,2010,,"""",""""
MR. CARLOS JAVIER GALLOSI,ITALY,23,5,2010,,"""",""""
MR. ANTONIO RAMON CHIOCCONI,ARGENTINA,23,5,2010,,"""",""""
MR. SHAWN DAWSON,CANADA,23,5,2010,,"""",""""
MR. LHAKPA NORBU SHERPA,NEPAL,23,5,2010,,“,“
